,post_uuid,user_uuid,influence_power,user_follower_count,user_influencer_tier,post_crosspost_count,post_quote_count,post_like_count,post_dislike_count,post_reply_count,post_engagement_count,mentions,hashtags,url_count,string_token_count,pii_token_count,risk_score,pii_detected,pii_disclosed,post_uuids_replied_to,time_elapsed,collection_name,is_comment,is_text_starter,timestamp,cluster_name,urls
10,c2dc1178-9a00-4b35-91d7-7e1993465c72,26dd7071-c869-4ef5-bf27-d777b91f1553,0.1015695085820726,8,NON_INFLUENCER,0,,19,0,0,19,[],[],0,4,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2733,top_conversations_2023-09-18,True,True,2023-09-18 05:36:51,top_conversations_2023-09-18_graph-16,[]
11,40b7afe2-5312-439d-a472-ea6f6658bb76,6d332ded-490b-4724-b8df-8f15674e7738,0.1015695085820726,7,NON_INFLUENCER,0,,8,0,0,8,[],[],0,6,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],1828,top_conversations_2023-09-18,True,True,2023-09-18 05:21:46,top_conversations_2023-09-18_graph-16,[]
12,d2465fa8-4c4b-4c4d-8765-3929ee795a0a,7956b5eb-935a-4b91-a396-653cafd3712c,0.1015695085820726,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,6,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],5732,top_conversations_2023-09-18,True,True,2023-09-18 06:26:50,top_conversations_2023-09-18_graph-16,[]
13,89f558c3-865f-4bbd-91aa-f35236969bcd,0ab4ba69-68f2-42ab-ae16-c6983cec9659,0.10377240931320811,11,NON_INFLUENCER,0,,26,0,1,27,[],[],0,26,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3021,top_conversations_2023-09-18,True,True,2023-09-18 05:41:39,top_conversations_2023-09-18_graph-16,[]
14,01d4bd89-c681-4fee-9f43-3746b10dea5c,80518f56-30a7-445d-8c0a-c206f109557e,0.1015695085820726,6,NON_INFLUENCER,0,,7,0,0,7,[],[],0,9,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],1691,top_conversations_2023-09-18,True,True,2023-09-18 05:19:29,top_conversations_2023-09-18_graph-16,[]
15,9a4ed0d9-c61a-48fe-9003-d54ca977b5e6,8aea0f21-470d-47e5-8836-b28377aadb59,0.1015695085820726,238,NON_INFLUENCER,0,,3,0,0,3,[],[],0,10,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2527,top_conversations_2023-09-18,True,True,2023-09-18 05:33:25,top_conversations_2023-09-18_graph-16,[]
16,3f3d0ada-4a01-45f8-a21a-0aed24b8d117,d4dc4640-9d34-44e0-8d52-bf6b1894f7a4,0.1015695085820726,4,NON_INFLUENCER,0,,3,0,0,3,[],[],0,5,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3998,top_conversations_2023-09-18,True,True,2023-09-18 05:57:56,top_conversations_2023-09-18_graph-16,[]
17,5aafabc9-8bed-41a3-890b-7d6781767793,248fcb2e-5cd1-4bda-abed-b28d7b4a9976,0.10377240931320811,12,NON_INFLUENCER,0,,7,0,1,8,[],[],0,13,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3433,top_conversations_2023-09-18,True,True,2023-09-18 05:48:31,top_conversations_2023-09-18_graph-16,[]
18,d74fefb0-99fe-418e-a760-db4e6bb5f7b8,ba229081-1e81-41bf-9b25-4a9c232ee16e,0.1015695085820726,7,NON_INFLUENCER,0,,5,0,0,5,[],[],0,1,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3680,top_conversations_2023-09-18,True,True,2023-09-18 05:52:38,top_conversations_2023-09-18_graph-16,[]
19,0b3d01e7-94be-4533-bbb0-da3133c4f19d,009af726-a94d-48fa-a12d-5917693eacdc,0.1015695085820726,8,NON_INFLUENCER,0,,7,0,0,7,[],[],0,9,1,3.0,True,['PERSON'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3076,top_conversations_2023-09-18,True,True,2023-09-18 05:42:34,top_conversations_2023-09-18_graph-16,[]
20,68e763b6-acae-409c-8b1e-f77297595cc9,44ee4de8-18d9-4145-a38d-5bbab309c1e6,0.1015695085820726,7,NON_INFLUENCER,0,,7,0,0,7,[],[],0,5,1,3.0,True,['PERSON'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],393,top_conversations_2023-09-18,True,True,2023-09-18 04:57:51,top_conversations_2023-09-18_graph-16,[]
21,f0d75c9a-84c1-48da-a869-d98df0ac9700,9fb78ccc-d8b0-4f7f-a80f-0a755bc225e9,0.1015695085820726,9,NON_INFLUENCER,0,,12,0,0,12,[],[],0,18,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2229,top_conversations_2023-09-18,True,True,2023-09-18 05:28:27,top_conversations_2023-09-18_graph-16,[]
22,77c0021b-6201-43ab-af45-0d333a28342f,fa6004c3-ed9a-4e31-b6d0-67d3e5ea608b,0.1015695085820726,7,NON_INFLUENCER,0,,2,0,0,2,[],[],0,12,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2261,top_conversations_2023-09-18,True,True,2023-09-18 05:28:59,top_conversations_2023-09-18_graph-16,[]
23,70db29e2-d9bb-495c-902e-3e6bff70ac19,e0235ccd-3dce-45d5-b85a-2a7c57ebacdd,0.10382232956963597,7,NON_INFLUENCER,0,,2,0,1,3,[],[],0,7,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2419,top_conversations_2023-09-18,True,True,2023-09-18 05:31:37,top_conversations_2023-09-18_graph-16,[]
24,6306ef4d-0811-4d54-b4b6-b0bb4b2e5e6e,094e53b2-e408-4681-a63b-795c65cf726b,0.1015695085820726,2,NON_INFLUENCER,0,,2,0,0,2,[],[],0,5,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2545,top_conversations_2023-09-18,True,True,2023-09-18 05:33:43,top_conversations_2023-09-18_graph-16,[]
25,1bde8f9b-0471-4305-b8bc-5ba0d771410b,d66c720c-94e9-4bfc-af7e-a7a235dbd05f,0.1015695085820726,5,NON_INFLUENCER,0,,2,0,0,2,[],[],0,4,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2861,top_conversations_2023-09-18,True,True,2023-09-18 05:38:59,top_conversations_2023-09-18_graph-16,[]
26,0682aaff-64ea-4d56-bffc-f78db9ae85b7,26a6f4e3-0a16-4a79-9966-7b931a14abb9,0.1015695085820726,3,NON_INFLUENCER,0,,2,0,0,2,[],[],0,13,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2908,top_conversations_2023-09-18,True,True,2023-09-18 05:39:46,top_conversations_2023-09-18_graph-16,[]
27,8d0b7e02-1895-4ac6-a337-6e5f7b556e3b,e4abddb5-52e6-428f-95e1-f0a4220d88d5,0.1015695085820726,6,NON_INFLUENCER,0,,2,0,0,2,[],[],0,9,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2948,top_conversations_2023-09-18,True,True,2023-09-18 05:40:26,top_conversations_2023-09-18_graph-16,[]
28,87eba192-b712-49ef-b997-5be1f4af5435,60d19524-3c7e-4b3f-95cc-d454988bf5f2,0.1015695085820726,8,NON_INFLUENCER,0,,2,0,0,2,[],[],0,9,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3793,top_conversations_2023-09-18,True,True,2023-09-18 05:54:31,top_conversations_2023-09-18_graph-16,[]
29,faa52a43-3308-42da-98a4-dfe8e341998f,62eb868e-4b88-442e-927f-beb22d17b14b,0.1015695085820726,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,60,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],4593,top_conversations_2023-09-18,True,True,2023-09-18 06:07:51,top_conversations_2023-09-18_graph-16,[]
30,7fc0b860-165a-488c-95c1-aabe67da2374,ebd1dfb0-9896-4410-9112-25aceff3580b,0.1037724093132081,6,NON_INFLUENCER,0,,4,0,1,5,[],[],0,5,1,2.0,True,['DATE_TIME'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2515,top_conversations_2023-09-18,True,True,2023-09-18 05:33:13,top_conversations_2023-09-18_graph-16,[]
31,6d09fefb-56ab-4019-8494-12da45e65d10,fdd5dbc9-c05f-4461-af14-357f0901865d,0.1015695085820726,10,NON_INFLUENCER,0,,1,0,0,1,[],[],0,2,1,3.0,True,['PERSON'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],1952,top_conversations_2023-09-18,True,True,2023-09-18 05:23:50,top_conversations_2023-09-18_graph-16,[]
32,58db53eb-48a0-4bf4-8e91-1f5c41d58879,acba3ffc-94fc-4a04-8a04-2c4a2f32fc0f,0.10377240931320811,7,NON_INFLUENCER,0,,2,0,1,3,[],[],0,12,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3542,top_conversations_2023-09-18,True,True,2023-09-18 05:50:20,top_conversations_2023-09-18_graph-16,[]
33,9de9db9c-5ee5-48ab-b027-cc19cf084f65,50a0569e-bf7c-4566-836a-020b340b6135,0.1015695085820726,30,NON_INFLUENCER,0,,-3,0,0,-3,[],[],0,5,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2714,top_conversations_2023-09-18,True,True,2023-09-18 05:36:32,top_conversations_2023-09-18_graph-16,[]
34,ff96834f-64c2-4fb3-80d5-0bf4d4eb20ff,f2dec667-f72c-4c30-885e-8de07dd66f50,0.1015695085820726,9515,NANO_INFLUENCER,0,,0,0,0,0,[],[],0,57,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],0,top_conversations_2023-09-18,True,True,2023-09-18 04:51:18,top_conversations_2023-09-18_graph-16,[]
35,2954423c-57f7-4360-93c4-7ac009a7ec51,c7ce9f83-d1f4-4089-a00b-171d03d6d7e5,0.1015695085820726,6,NON_INFLUENCER,0,,0,0,0,0,[],[],0,1,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],2896,top_conversations_2023-09-18,True,True,2023-09-18 05:39:34,top_conversations_2023-09-18_graph-16,[]
36,7ef891eb-bfaf-48e8-a8a7-e43f12e17b4e,db65a88d-691f-4d48-b75d-1f0d84c37ad4,0.1015695085820726,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,5,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],5531,top_conversations_2023-09-18,True,True,2023-09-18 06:23:29,top_conversations_2023-09-18_graph-16,[]
37,4c5dd5fe-4599-47c9-8e2a-57e773ba2738,1079de78-4aea-4697-96a1-d978846ed749,0.1015695085820726,8,NON_INFLUENCER,0,,0,0,0,0,[],[],0,3,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3528,top_conversations_2023-09-18,True,True,2023-09-18 05:50:06,top_conversations_2023-09-18_graph-16,[]
38,02a0b24f-f2ff-4e5b-aaa9-04715689e389,5677825f-9a4a-49cf-9c8c-764197baf0de,0.1015695085820726,14,NON_INFLUENCER,0,,-1,0,0,-1,[],[],0,6,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3963,top_conversations_2023-09-18,True,True,2023-09-18 05:57:21,top_conversations_2023-09-18_graph-16,[]
39,8a1d8eaf-110e-4410-9627-b5634e5f3627,4edf02c6-b26a-4e91-8277-c3a836f43609,0.1015695085820726,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,3,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3183,top_conversations_2023-09-18,True,True,2023-09-18 05:44:21,top_conversations_2023-09-18_graph-16,[]
40,c5e12337-b06b-46ef-ae2d-c219ff473d7c,b80981b0-28c6-4a5f-b9d8-b31235c20ead,0.1015695085820726,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,3,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3369,top_conversations_2023-09-18,True,True,2023-09-18 05:47:27,top_conversations_2023-09-18_graph-16,[]
41,d7983493-f175-40df-ae9f-aa15c0151a1b,77bb5742-51c4-469f-9bfa-cba79f09e6e7,0.10607298413690619,8,NON_INFLUENCER,0,,1,0,2,3,[],[],0,10,1,2.0,True,['LOCATION'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3574,top_conversations_2023-09-18,True,True,2023-09-18 05:50:52,top_conversations_2023-09-18_graph-16,[]
42,3f75ddd6-6692-476d-bf2f-5e8ee2db6b41,a2697259-51d2-41dc-8491-36a5d0902038,0.1015695085820726,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,8,1,3.0,True,['PERSON'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3583,top_conversations_2023-09-18,True,True,2023-09-18 05:51:01,top_conversations_2023-09-18_graph-16,[]
43,6dbf5f65-5c9c-4fee-96ad-554a3d5974ae,d86e1418-2041-46f7-aeb3-3a03907c1380,0.1015695085820726,8,NON_INFLUENCER,0,,1,0,0,1,[],[],0,9,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3913,top_conversations_2023-09-18,True,True,2023-09-18 05:56:31,top_conversations_2023-09-18_graph-16,[]
44,d72e6911-3d0a-4692-ab45-b7e48cf42db1,81f8de9c-9b52-4d7e-828c-7e8722094b11,0.1015695085820726,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,1,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],3993,top_conversations_2023-09-18,True,True,2023-09-18 05:57:51,top_conversations_2023-09-18_graph-16,[]
45,1301e96b-fe3e-4ee0-8ef8-442e291897c7,4e7e48ef-8e5d-4a03-b59a-80c2b149667b,0.1015695085820726,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,16,1,3.0,True,['PERSON'],['e06aea34-8077-4acd-8278-d0a90d044ad1'],7244,top_conversations_2023-09-18,True,True,2023-09-18 06:52:02,top_conversations_2023-09-18_graph-16,[]
46,c90a10b2-7f70-46b7-a7f4-93dd7209f9f4,7926a8cf-fb07-46f1-9cd4-bb1c9aa2b5d1,0.1015695085820726,8,NON_INFLUENCER,0,,1,0,0,1,[],[],0,10,0,1.0,False,[],['e06aea34-8077-4acd-8278-d0a90d044ad1'],7267,top_conversations_2023-09-18,True,True,2023-09-18 06:52:25,top_conversations_2023-09-18_graph-16,[]
47,f28edeeb-8239-42ba-8bac-099eeddec7e4,ab071b67-6ebb-4ca6-9737-35a8ed274b26,0.021436824586031234,61,NON_INFLUENCER,0,,559,0,2,561,[],[],0,39,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],943,top_conversations_2023-09-18,True,True,2023-09-18 05:07:01,top_conversations_2023-09-18_graph-16,[]
48,fd0a3b0a-8757-4499-b470-d9a9f5668b8f,0e9889cc-d24d-4d59-8d61-e7a7ca69bf82,0.020506044379525218,14,NON_INFLUENCER,0,,38,0,0,38,[],[],0,24,1,2.0,True,['LOCATION'],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],1697,top_conversations_2023-09-18,True,True,2023-09-18 05:19:35,top_conversations_2023-09-18_graph-16,[]
49,34eb0f9e-ace8-429e-bfe3-9b117c6dc797,f1974f64-466f-427d-a0b5-accd5e989f2a,0.020506044379525218,13,NON_INFLUENCER,0,,25,0,0,25,[],[],0,5,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],1061,top_conversations_2023-09-18,True,True,2023-09-18 05:08:59,top_conversations_2023-09-18_graph-16,[]
50,a593fb3b-d603-4f1d-85d0-526bd7e6b9fc,5987e5bf-3e5b-46bd-b58a-a4eaabe86abd,0.02141525889170921,15,NON_INFLUENCER,0,,19,0,2,21,[],[],0,19,1,3.0,True,['PERSON'],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],3562,top_conversations_2023-09-18,True,True,2023-09-18 05:50:40,top_conversations_2023-09-18_graph-16,[]
51,10fc25cc-b6fc-4a52-8557-a51b62d97195,afceac83-bcb9-40ff-89de-1d8f1bb7606c,0.020960875177520273,17,NON_INFLUENCER,0,,12,0,1,13,[],[],0,16,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],2806,top_conversations_2023-09-18,True,True,2023-09-18 05:38:04,top_conversations_2023-09-18_graph-16,[]
52,ba930336-d782-43d5-a693-3b2a920a82ac,2906c031-0304-4c92-a60c-a657e2875117,0.020506044379525218,14,NON_INFLUENCER,0,,10,0,0,10,[],[],0,7,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],1924,top_conversations_2023-09-18,True,True,2023-09-18 05:23:22,top_conversations_2023-09-18_graph-16,[]
53,d5e7196f-8f9f-4e22-a84e-bc7b7c3f9efb,55aea915-da68-42fb-92b5-5359d41cfa99,0.020506044379525218,17,NON_INFLUENCER,0,,1,0,0,1,[],[],0,10,1,3.0,True,['PERSON'],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],4237,top_conversations_2023-09-18,True,True,2023-09-18 06:01:55,top_conversations_2023-09-18_graph-16,[]
54,d3fe7701-cbd0-4c0b-b286-c382da2294fa,896c4d48-16c2-4e98-8f86-99bc24693304,0.020506044379525218,15,NON_INFLUENCER,0,,1,0,0,1,[],[],0,18,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],4280,top_conversations_2023-09-18,True,True,2023-09-18 06:02:38,top_conversations_2023-09-18_graph-16,[]
55,7b6d946b-4b4a-4afb-9cff-4e51d113399e,f2fc26ba-97e1-43cc-8db2-243c99e0095e,0.020506044379525218,16,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,1,2.0,True,['NRP'],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],4406,top_conversations_2023-09-18,True,True,2023-09-18 06:04:44,top_conversations_2023-09-18_graph-16,[]
56,8853624e-c814-4b44-ac1d-bf2def68b3a6,2121cad9-8248-4004-ba11-5bfb034fc4e6,0.020506044379525218,27,NON_INFLUENCER,0,,3,0,0,3,[],[],0,2,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],3446,top_conversations_2023-09-18,True,True,2023-09-18 05:48:44,top_conversations_2023-09-18_graph-16,[]
57,f40ec94b-1daa-4c12-8290-3df65fe223c3,265a4449-82fd-4c5c-9e84-0b63a2fea713,0.020506044379525218,15,NON_INFLUENCER,0,,2,0,0,2,[],[],0,1,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],3756,top_conversations_2023-09-18,True,True,2023-09-18 05:53:54,top_conversations_2023-09-18_graph-16,[]
58,fcd52956-758c-44a9-8250-822d99e4ee31,08501447-42e2-4a8b-aeb4-b6eb7e7c2519,0.020506044379525218,15,NON_INFLUENCER,0,,1,0,0,1,[],[],0,1,1,3.0,True,['PERSON'],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],5788,top_conversations_2023-09-18,True,True,2023-09-18 06:27:46,top_conversations_2023-09-18_graph-16,[]
59,46b7ece8-527c-4256-99b1-d784945718d9,cbf65cb2-8879-4898-9827-8bf621bc06f5,0.020506044379525218,33,NON_INFLUENCER,0,,1,0,0,1,[],[],0,5,0,1.0,False,[],['ec4270c4-de9b-46c2-a0c1-471e936d7685'],6268,top_conversations_2023-09-18,True,True,2023-09-18 06:35:46,top_conversations_2023-09-18_graph-16,[]
60,23e65e7e-829d-4ac3-b6c0-6bfd0cdd86bf,5ef06481-bfee-4683-b029-4959bf522b9d,0.017307852490023277,992,NON_INFLUENCER,0,,362,0,2,364,[],[],0,12,1,3.0,True,['PERSON'],['189643a7-0166-45d3-9a82-6179d6499392'],3840,top_conversations_2023-09-18,True,True,2023-09-18 05:55:18,top_conversations_2023-09-18_graph-16,[]
61,ce9e6048-2ed1-42b7-9f23-a166ac86d1d1,6a1ee86a-50ff-4fbb-a27a-7c8b9f14ebd3,0.01657302362494192,21,NON_INFLUENCER,0,,73,0,0,73,[],[],0,18,0,1.0,False,[],['189643a7-0166-45d3-9a82-6179d6499392'],4057,top_conversations_2023-09-18,True,True,2023-09-18 05:58:55,top_conversations_2023-09-18_graph-16,[]
62,d688cdb7-20f5-4d10-ac5c-bf0713918530,1dac82bc-ccef-40f6-84c3-d1109510e72e,0.01657302362494192,20,NON_INFLUENCER,0,,1,0,0,1,[],[],0,3,0,1.0,False,[],['189643a7-0166-45d3-9a82-6179d6499392'],6804,top_conversations_2023-09-18,True,True,2023-09-18 06:44:42,top_conversations_2023-09-18_graph-16,[]
63,5369dc4a-4811-4339-bbf2-7edc550b27e8,d6ab52e6-c3a7-4973-b6d0-605099a17b26,0.01657302362494192,20,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,1,3.0,True,['PERSON'],['189643a7-0166-45d3-9a82-6179d6499392'],7521,top_conversations_2023-09-18,True,True,2023-09-18 06:56:39,top_conversations_2023-09-18_graph-16,[]
64,32b6667f-2491-4105-9705-8ba31f97b63f,af6c00b5-5862-49b9-bee5-f45434a5953f,0.01657302362494192,9,NON_INFLUENCER,0,,1,0,0,1,[],[],0,2,0,1.0,False,[],['189643a7-0166-45d3-9a82-6179d6499392'],7691,top_conversations_2023-09-18,True,True,2023-09-18 06:59:29,top_conversations_2023-09-18_graph-16,[]
65,11d6df7a-1888-4252-8435-79cff9b2b4c6,baf4e2e7-95b3-4fa8-8ecd-feb35e638e68,0.01824122828767596,24,NON_INFLUENCER,0,,79,0,1,80,[],[],0,9,0,1.0,False,[],['bd827d3a-536d-4625-96ba-d029b3f4b096'],1123,top_conversations_2023-09-18,True,True,2023-09-18 05:10:01,top_conversations_2023-09-18_graph-16,[]
66,f22b3298-b6e9-4f68-843e-f39b1ea7b491,2615be8f-d333-4922-8077-07f3196b03e4,0.01784560153265475,16,NON_INFLUENCER,0,,34,0,0,34,[],[],0,3,1,3.0,True,['PERSON'],['bd827d3a-536d-4625-96ba-d029b3f4b096'],1825,top_conversations_2023-09-18,True,True,2023-09-18 05:21:43,top_conversations_2023-09-18_graph-16,[]
67,9bbd9bb7-abb4-4c43-ae9a-163cc81204b2,704d7c88-6539-4089-8e08-04ec1612d1de,0.01784560153265475,15,NON_INFLUENCER,0,,18,0,0,18,[],[],0,2,0,1.0,False,[],['bd827d3a-536d-4625-96ba-d029b3f4b096'],1576,top_conversations_2023-09-18,True,True,2023-09-18 05:17:34,top_conversations_2023-09-18_graph-16,[]
68,b0b9defe-9821-4a92-a8e6-5a43134dbf6e,40dc3a0b-e897-4db5-a5b5-23a76762d557,0.018232647696159104,9,NON_INFLUENCER,0,,13,0,1,14,[],[],0,13,0,1.0,False,[],['bd827d3a-536d-4625-96ba-d029b3f4b096'],3337,top_conversations_2023-09-18,True,True,2023-09-18 05:46:55,top_conversations_2023-09-18_graph-16,[]
69,85ca9823-e364-4c9c-889e-3543795d3b5f,b18509da-15d8-4877-b580-5e1ac4990763,0.01784560153265475,9,NON_INFLUENCER,0,,6,0,0,6,[],[],0,14,0,1.0,False,[],['bd827d3a-536d-4625-96ba-d029b3f4b096'],3827,top_conversations_2023-09-18,True,True,2023-09-18 05:55:05,top_conversations_2023-09-18_graph-16,[]
70,d40b6e58-d487-41ef-992b-025013603c85,ee716d4b-fd78-4826-a018-1c8f731a0a6c,0.01784560153265475,10,NON_INFLUENCER,0,,2,0,0,2,[],[],0,8,0,1.0,False,[],['bd827d3a-536d-4625-96ba-d029b3f4b096'],2776,top_conversations_2023-09-18,True,True,2023-09-18 05:37:34,top_conversations_2023-09-18_graph-16,[]
