,post_uuid,user_uuid,influence_power,user_follower_count,user_influencer_tier,post_crosspost_count,post_quote_count,post_like_count,post_dislike_count,post_reply_count,post_engagement_count,mentions,hashtags,url_count,string_token_count,pii_token_count,risk_score,pii_detected,pii_disclosed,post_uuids_replied_to,time_elapsed,collection_name,is_comment,is_text_starter,timestamp,cluster_name,urls
2231,2dac01d3-be36-4ebc-a737-abbdcdfb5633,e57dda03-2b12-4424-90c6-3e12d29ebf1c,1.3980722408732267e-05,32,NON_INFLUENCER,0,,1,0,0,1,[],[],0,2,0,1.0,False,[],['587ed152-f19a-463b-86f6-5f367ddf2f72'],12780,top_conversations_2023-09-18,True,True,2023-09-18 09:19:45,top_conversations_2023-09-18_graph-1,[]
2232,53d39488-e504-4995-9672-dd4bc84c73e5,e57dda03-2b12-4424-90c6-3e12d29ebf1c,1.4475726877091237e-05,32,NON_INFLUENCER,0,,1,0,4,5,[],[],0,73,6,2.5,True,"['PERSON', 'NRP']",['125c4a4b-16e2-4359-a628-93128e7c39aa'],2791,top_conversations_2023-09-18,True,True,2023-09-18 06:33:16,top_conversations_2023-09-18_graph-1,[]
2233,67bf05a0-b3e7-4802-ae6c-4d36c98e5b27,d079ed5a-d79c-4f4b-b830-367859ae4e3a,1.4288424766480483e-05,3,NON_INFLUENCER,0,,1,0,1,2,[],[],0,23,0,1.0,False,[],['125c4a4b-16e2-4359-a628-93128e7c39aa'],2788,top_conversations_2023-09-18,True,True,2023-09-18 06:33:13,top_conversations_2023-09-18_graph-1,[]
2234,5a5e5997-94ea-4539-b5e3-83c09f2b0a88,3b0d5833-db34-4d46-8d7b-f1c8e0b490cc,1.4227151187066414e-05,2,NON_INFLUENCER,0,,1,0,0,1,[],[],0,14,0,1.0,False,[],['125c4a4b-16e2-4359-a628-93128e7c39aa'],2924,top_conversations_2023-09-18,True,True,2023-09-18 06:35:29,top_conversations_2023-09-18_graph-1,[]
2235,2c5a9d15-5170-4fda-88df-52ae1330d26a,62231f18-0a00-4997-a107-b3cd72bd427e,1.4227151187066414e-05,21,NON_INFLUENCER,0,,1,0,0,1,[],[],0,42,0,1.0,False,[],['125c4a4b-16e2-4359-a628-93128e7c39aa'],3289,top_conversations_2023-09-18,True,True,2023-09-18 06:41:34,top_conversations_2023-09-18_graph-1,[]
2236,9be5e7dc-814f-4384-b8be-7a800e2431fb,fd592f4f-5d2e-4267-999b-00790daba9e2,1.4227151187066414e-05,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,25,0,1.0,False,[],['125c4a4b-16e2-4359-a628-93128e7c39aa'],3234,top_conversations_2023-09-18,True,True,2023-09-18 06:40:39,top_conversations_2023-09-18_graph-1,[]
2237,636d331f-297a-45f2-b2d2-4dab5abe223b,31c2b54a-f1b0-47c0-a9df-304f0b5fdf6a,1.3251021501425796e-05,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,4,0,1.0,False,[],['4e8cd2f5-0b95-4bad-9a39-dcdca13a4185'],7332,top_conversations_2023-09-18,True,True,2023-09-18 07:48:57,top_conversations_2023-09-18_graph-1,[]
2238,80ef10f7-3df2-40be-8306-ab7d654bf3bd,31c2b54a-f1b0-47c0-a9df-304f0b5fdf6a,1.3251021501425796e-05,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,21,2,2.0,True,"['LOCATION', 'NRP']",['31b6e940-e8c6-4363-b53b-0319538c0c0f'],5936,top_conversations_2023-09-18,True,True,2023-09-18 07:25:41,top_conversations_2023-09-18_graph-1,[]
2239,5e1c3c59-a871-4372-9a1c-a304d4aa247b,117b4e7b-3ca5-4080-a09a-c8f4d8b0b581,1.3424987955010556e-05,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,1,3.0,True,['PERSON'],['0f0dd4c3-3159-4321-8f01-1ceb2c4ee259'],5851,top_conversations_2023-09-18,True,True,2023-09-18 07:24:16,top_conversations_2023-09-18_graph-1,[]
2240,740883ac-da7e-41e8-88bf-c5458b0650f0,24722fd0-10c7-4785-9766-b09a23a49b88,1.3483818084477554e-05,8,NON_INFLUENCER,0,,1,0,1,2,[],[],0,15,0,1.0,False,[],['5cd199eb-042a-4589-8fa5-c685d2a9b683'],5273,top_conversations_2023-09-18,True,True,2023-09-18 07:14:38,top_conversations_2023-09-18_graph-1,[]
2241,afc4c4f0-1986-48f7-8fae-a5d46a24532d,8a68ac8a-c5b2-4b0c-b83d-aa5b0880f366,1.3193207072120565e-05,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,71,5,2.6,True,"['PERSON', 'LOCATION', 'DATE_TIME']",['81614950-ed8e-43a4-b2ad-2c718e1a5684'],13392,top_conversations_2023-09-18,True,True,2023-09-18 09:29:57,top_conversations_2023-09-18_graph-1,[]
2242,d2b623c8-7033-4e39-b396-74f0cce1d0d0,17911e67-9476-45ef-9335-cb6b491759c3,1.3366157796932588e-05,3,NON_INFLUENCER,0,,1,0,1,2,[],[],0,118,12,2.0,True,"['LOCATION', 'DATE_TIME', 'NRP']",['6097e852-52c5-49cb-b742-c484d5138255'],8168,top_conversations_2023-09-18,True,True,2023-09-18 08:02:53,top_conversations_2023-09-18_graph-1,[]
2243,2573eb48-29e4-42a3-88f5-4ef2b76dc3c7,fcca3cc9-f0a5-47a8-8fe5-081e7381f9e4,1.3308839209011504e-05,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,13,0,1.0,False,[],['6097e852-52c5-49cb-b742-c484d5138255'],5907,top_conversations_2023-09-18,True,True,2023-09-18 07:25:12,top_conversations_2023-09-18_graph-1,[]
2244,bd228268-67fb-4c7b-b7e3-2c626e51017c,ca4c7019-077a-4255-bbe4-77a588b7b854,1.3251273761054794e-05,9,NON_INFLUENCER,0,,1,0,0,1,[],[],0,3,0,1.0,False,[],['ee730701-b660-475d-bddb-0f50926d21cb'],10898,top_conversations_2023-09-18,True,True,2023-09-18 08:48:23,top_conversations_2023-09-18_graph-1,[]
2245,f45d6c1c-e1ea-453c-9da1-5bd7306372ac,0e124e7e-3d3f-4b0e-8ed2-f58dda921e01,1.3136139652553174e-05,8,NON_INFLUENCER,0,,1,0,0,1,[],[],0,29,1,3.0,True,['PERSON'],['6dc35b06-8025-4401-89d1-7cbf21471233'],13015,top_conversations_2023-09-18,True,True,2023-09-18 09:23:40,top_conversations_2023-09-18_graph-1,[]
2246,4bd6dde0-50e0-4d9f-9394-7b1ea99eb6fd,9ae64cb3-3a0b-4ac3-b239-3fce8395785a,1.3250274500924798e-05,8,NON_INFLUENCER,0,,1,0,0,1,[],[],0,6,0,1.0,False,[],['f6f6242b-a9c8-49f8-8f62-b8a0a370fcb1'],11152,top_conversations_2023-09-18,True,True,2023-09-18 08:52:37,top_conversations_2023-09-18_graph-1,[]
2247,9b288541-e6f0-4ec6-be5c-4074118e86aa,e3f876f3-2c11-4879-b7df-ed393a8387c1,1.3250274500924798e-05,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,6,0,1.0,False,[],['f6f6242b-a9c8-49f8-8f62-b8a0a370fcb1'],12443,top_conversations_2023-09-18,True,True,2023-09-18 09:14:08,top_conversations_2023-09-18_graph-1,[]
2248,24d059a5-bbed-40a4-b361-3eeb3e433608,3bea2838-0fe1-4d20-a9c7-fddd22ed68de,1.3424473490753976e-05,1,NON_INFLUENCER,0,,1,0,1,2,[],[],0,101,11,2.272727272727273,True,"['PERSON', 'NRP']",['c3fb1378-104e-420b-92a4-a8333856d64d'],7875,top_conversations_2023-09-18,True,True,2023-09-18 07:58:00,top_conversations_2023-09-18_graph-1,[]
2249,5243f951-54fa-43d4-ad2b-6f2a5f383c33,13619cf5-5631-48bd-8f78-3bbcc4e88727,1.342422340413355e-05,5,NON_INFLUENCER,0,,1,0,1,2,[],[],0,68,4,2.0,True,['NRP'],['c3fb1378-104e-420b-92a4-a8333856d64d'],9515,top_conversations_2023-09-18,True,True,2023-09-18 08:25:20,top_conversations_2023-09-18_graph-1,[]
2250,66d364e9-9f81-4244-9b29-d88246ce8054,bfed9c04-1cae-418f-a028-f1f61daf9450,1.3308339012191023e-05,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,8,0,1.0,False,[],['f5c75e0f-205a-4c64-8314-266d10fb92db'],3654,top_conversations_2023-09-18,True,True,2023-09-18 06:47:39,top_conversations_2023-09-18_graph-1,[]
2251,3f3448e0-42fe-43ce-b61e-f3d82999c2d0,60c51a7d-3ddc-4d54-a4a5-9b04625e0e67,1.3250522419358526e-05,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,8,0,1.0,False,[],['7ee38cda-e354-45e9-83e6-c4cfbfb3fe26'],9521,top_conversations_2023-09-18,True,True,2023-09-18 08:25:26,top_conversations_2023-09-18_graph-1,[]
2252,1597c471-1c35-4663-aabb-6028c043bd8e,7cff1ff8-57b7-47d5-ad78-f21f01e141e0,1.3193206009002658e-05,6,NON_INFLUENCER,0,,1,0,1,2,[],[],0,27,1,2.0,True,['NRP'],['2bbcd1ed-8d61-4db1-ba7f-c5d562599fdb'],10056,top_conversations_2023-09-18,True,True,2023-09-18 08:34:21,top_conversations_2023-09-18_graph-1,[]
2253,5844b5ff-b34c-4333-966a-fd56ee82125c,833b76ec-e2d6-4005-a690-90dec02a89a4,1.3366656897819659e-05,7,NON_INFLUENCER,0,,1,0,1,2,[],[],0,14,1,2.0,True,['NRP'],['e90052a0-3bf1-41f9-8560-ca91e7545dbf'],11625,top_conversations_2023-09-18,True,True,2023-09-18 09:00:30,top_conversations_2023-09-18_graph-1,[]
2254,3000ae29-5c91-4444-85fb-6f32b6246fe2,833b76ec-e2d6-4005-a690-90dec02a89a4,1.319345392277775e-05,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,13,1,2.0,True,['NRP'],['d2725ca9-c393-4a6d-82bd-135a938500e9'],11978,top_conversations_2023-09-18,True,True,2023-09-18 09:06:23,top_conversations_2023-09-18_graph-1,[]
2255,479081ad-b2f2-4678-9fda-217855d984ed,833b76ec-e2d6-4005-a690-90dec02a89a4,1.319345392277775e-05,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,27,3,2.0,True,"['LOCATION', 'NRP']",['afeb6bce-029c-41c0-84eb-8eb010353061'],13192,top_conversations_2023-09-18,True,True,2023-09-18 09:26:37,top_conversations_2023-09-18_graph-1,[]
2256,80cdd0b6-4365-4496-8343-33125cbc6acd,c02ac1a2-986f-4af4-b1b7-4ab97f944743,1.3192960230700399e-05,4,NON_INFLUENCER,0,,1,0,0,1,[],[],0,6,0,1.0,False,[],['96ceee8e-63bc-450e-b783-0034bdd7ccd4'],7257,top_conversations_2023-09-18,True,True,2023-09-18 07:47:42,top_conversations_2023-09-18_graph-1,[]
2257,a3085708-c949-491c-8aeb-af7dda51f2ab,87d89baf-5b4a-41dd-a33d-f433043b09a0,1.3307837761978157e-05,7,NON_INFLUENCER,0,,1,0,1,2,[],[],0,21,4,2.25,True,"['PERSON', 'DATE_TIME', 'NRP']",['bf4fd25c-2c56-43b6-9108-4f28c77f763c'],2752,top_conversations_2023-09-18,True,True,2023-09-18 06:32:37,top_conversations_2023-09-18_graph-1,[]
2258,0c018787-e07d-4201-8935-aa97a2858839,833b76ec-e2d6-4005-a690-90dec02a89a4,1.3192960230700397e-05,7,NON_INFLUENCER,0,,1,0,1,2,[],[],0,50,2,2.0,True,['NRP'],['4b09e477-2c87-47ce-a1f7-f2b7ff3832f8'],12300,top_conversations_2023-09-18,True,True,2023-09-18 09:11:45,top_conversations_2023-09-18_graph-1,[]
2259,d02f91f2-cb5d-47ca-af9b-2586a0def442,9ee7f8e4-a73f-4aed-8da2-035124579280,1.3424984614352933e-05,7,NON_INFLUENCER,0,,1,0,1,2,[],[],0,7,0,1.0,False,[],['8fbfd1cf-c105-49cd-9e99-17d462a83dad'],2727,top_conversations_2023-09-18,True,True,2023-09-18 06:32:12,top_conversations_2023-09-18_graph-1,[]
2260,09c9f6c3-6417-40df-96df-01633c3aaf29,12fc454d-e924-44a3-9980-29fdd1951af1,1.0983339482366138e-06,77,NON_INFLUENCER,0,,1,0,3,4,[],[],0,19,1,2.0,True,['DATE_TIME'],['d46b94a2-e509-413d-a713-53effd48baaa'],6706,top_conversations_2023-09-18,True,True,2023-09-18 07:38:31,top_conversations_2023-09-18_graph-1,[]
2261,f11f895c-3965-4745-8ccc-689943b8d7f0,7f737f22-f8e6-440a-937c-9877bffa64d1,1.0840360693181595e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,9,0,1.0,False,[],['d46b94a2-e509-413d-a713-53effd48baaa'],8715,top_conversations_2023-09-18,True,True,2023-09-18 08:12:00,top_conversations_2023-09-18_graph-1,[]
2262,5a4b5e07-7790-44bb-9dfd-f508551dc595,faf3c109-0c4e-4aa3-81a4-b2ef8c9d1e2d,1.0840360693181595e-06,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,0,1.0,False,[],['d46b94a2-e509-413d-a713-53effd48baaa'],12579,top_conversations_2023-09-18,True,True,2023-09-18 09:16:24,top_conversations_2023-09-18_graph-1,[]
2263,fcf8419e-1c5f-4fa6-9131-bc580401fa4f,2ebb0668-e806-4146-8405-bcabf944ef06,1.0840360693181595e-06,9,NON_INFLUENCER,0,,1,0,0,1,[],[],0,2,0,1.0,False,[],['d46b94a2-e509-413d-a713-53effd48baaa'],12594,top_conversations_2023-09-18,True,True,2023-09-18 09:16:39,top_conversations_2023-09-18_graph-1,[]
2264,65ae34f7-e398-4d7c-a9d3-2c2846d9a65c,646d6a69-bd36-4a1c-a904-5e63900ac32f,1.088954884923785e-06,22,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,1,2.0,True,['DATE_TIME'],['d6d09fba-a050-4f96-9e60-0e227e2bbbca'],6524,top_conversations_2023-09-18,True,True,2023-09-18 07:35:29,top_conversations_2023-09-18_graph-1,[]
2265,d179a16a-e0e7-46c2-95be-1da244ad282a,c1aa8f32-b976-46f4-b921-2b2c79b616b8,1.088954884923785e-06,33,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,0,1.0,False,[],['d6d09fba-a050-4f96-9e60-0e227e2bbbca'],7693,top_conversations_2023-09-18,True,True,2023-09-18 07:54:58,top_conversations_2023-09-18_graph-1,[]
2266,1c00c9bc-c80a-4407-82e3-147882390877,e159ed58-c95a-4a64-ab0b-b6bfbe756bbe,1.0983957533508308e-06,22,NON_INFLUENCER,0,,1,0,2,3,[],[],0,6,0,1.0,False,[],['d6d09fba-a050-4f96-9e60-0e227e2bbbca'],6927,top_conversations_2023-09-18,True,True,2023-09-18 07:42:12,top_conversations_2023-09-18_graph-1,[]
2267,d0034fc3-f98e-4513-87ed-c1c71de34bb1,a69da42b-917d-4831-b6c0-44441c11f2c0,1.088954884923785e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,9,1,3.0,True,['PERSON'],['d6d09fba-a050-4f96-9e60-0e227e2bbbca'],8365,top_conversations_2023-09-18,True,True,2023-09-18 08:06:10,top_conversations_2023-09-18_graph-1,[]
2268,ae3acd17-eacd-495c-bfe1-c23bc7c15d38,d08685d8-f127-4a01-bd53-1acff5bcb6e5,1.1226551495862051e-06,2,NON_INFLUENCER,0,,1,0,7,8,[],[],0,10,0,1.0,False,[],['d6d09fba-a050-4f96-9e60-0e227e2bbbca'],6170,top_conversations_2023-09-18,True,True,2023-09-18 07:29:35,top_conversations_2023-09-18_graph-1,[]
2269,c7bd9e22-2ea0-4350-a4c2-242964c9325a,787321c3-5859-4ede-9325-a026a74b314c,1.070009414915126e-06,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,7,0,1.0,False,[],['6fd37300-ec55-4a6a-a811-226618b0ab7d'],11545,top_conversations_2023-09-18,True,True,2023-09-18 08:59:10,top_conversations_2023-09-18_graph-1,[]
2270,a380343a-0499-4467-92ec-2a58f6d09783,5ee4815b-a30e-444a-8ff4-0ed97ea4f0d1,1.0649295034994264e-06,24,NON_INFLUENCER,0,,1,0,2,3,[],[],0,33,0,1.0,False,[],['19fd9ffb-657b-4708-a071-86857617b61a'],10856,top_conversations_2023-09-18,True,True,2023-09-18 08:47:41,top_conversations_2023-09-18_graph-1,[]
2271,8ef9a709-1359-4681-a0d3-5ffb242a7043,6adef66c-858b-496d-8086-5f66ec3ac124,1.055776282271152e-06,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,9,1,3.0,True,['PERSON'],['19fd9ffb-657b-4708-a071-86857617b61a'],10880,top_conversations_2023-09-18,True,True,2023-09-18 08:48:05,top_conversations_2023-09-18_graph-1,[]
2272,f331b067-2f4e-4cf6-b46d-5dfe23afc721,473a7f21-ef19-4364-b521-d132c0ee6d1d,1.055776282271152e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,6,0,1.0,False,[],['19fd9ffb-657b-4708-a071-86857617b61a'],11864,top_conversations_2023-09-18,True,True,2023-09-18 09:04:29,top_conversations_2023-09-18_graph-1,[]
2273,4248b4a9-57a8-41f3-a45a-130e098e1780,1537fd30-b340-4d2e-840a-662fa042efd9,1.055776282271152e-06,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,11,0,1.0,False,[],['19fd9ffb-657b-4708-a071-86857617b61a'],11884,top_conversations_2023-09-18,True,True,2023-09-18 09:04:49,top_conversations_2023-09-18_graph-1,[]
2274,e86ebdc7-6da4-43b6-b752-09303ec8e751,91600f6c-5ec3-4cf7-a4a0-f3718209a898,1.0420957903937298e-06,25,NON_INFLUENCER,0,,1,0,0,1,[],[],0,40,0,1.0,False,[],['7ef3fd90-431f-4b23-9f3b-d27a7ca08112'],11964,top_conversations_2023-09-18,True,True,2023-09-18 09:06:09,top_conversations_2023-09-18_graph-1,[]
2275,ff844686-20d2-4caf-be38-f358c320c0c9,0b810d49-0e1b-4ffd-8b71-99a61944b567,1.1535361972292069e-06,46,NON_INFLUENCER,0,,1,0,5,6,[],[],0,58,1,3.0,True,['PERSON'],['4fddac90-7406-4478-805b-abd68d1ec5b7'],7517,top_conversations_2023-09-18,True,True,2023-09-18 07:52:02,top_conversations_2023-09-18_graph-1,[]
2276,6cbb9bd2-5f91-4c85-9402-1f8dfb5670a8,66ec1d27-46b0-4b8c-9c93-46d16a7fd891,1.1336423878231421e-06,3,NON_INFLUENCER,0,,1,0,1,2,[],[],0,60,6,2.3333333333333335,True,"['PERSON', 'LOCATION', 'NRP']",['4fddac90-7406-4478-805b-abd68d1ec5b7'],9643,top_conversations_2023-09-18,True,True,2023-09-18 08:27:28,top_conversations_2023-09-18_graph-1,[]
2277,229f4389-4cce-4eec-9ae3-904f492a300d,89d25797-cf90-4cf1-8df8-dcc66752461a,1.1287809473205902e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,39,4,2.0,True,"['LOCATION', 'NRP']",['4fddac90-7406-4478-805b-abd68d1ec5b7'],11376,top_conversations_2023-09-18,True,True,2023-09-18 08:56:21,top_conversations_2023-09-18_graph-1,[]
2278,7e81eec3-89a1-4c5c-85ae-7d18fe219153,966a5193-f9f0-4202-9772-53a320e98911,1.1287809473205902e-06,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,16,2,2.0,True,"['LOCATION', 'NRP']",['4fddac90-7406-4478-805b-abd68d1ec5b7'],10814,top_conversations_2023-09-18,True,True,2023-09-18 08:46:59,top_conversations_2023-09-18_graph-1,[]
2279,04f7aab5-79cb-45ee-922c-71f127204156,d71d418f-8940-4d57-b9e9-8a08b28b2563,1.1287809473205902e-06,10,NON_INFLUENCER,0,,1,0,0,1,[],[],0,46,2,2.5,True,"['PERSON', 'NRP']",['4fddac90-7406-4478-805b-abd68d1ec5b7'],11089,top_conversations_2023-09-18,True,True,2023-09-18 08:51:34,top_conversations_2023-09-18_graph-1,[]
2280,af82e380-f214-4d82-b703-a9ffa4a67cea,e7d0e90b-b33d-445e-b25d-f2860d934a87,1.1092076319718377e-06,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,16,3,2.3333333333333335,True,"['PERSON', 'NRP']",['4050d3e9-c27b-4624-868e-e14ea868b380'],12752,top_conversations_2023-09-18,True,True,2023-09-18 09:19:17,top_conversations_2023-09-18_graph-1,[]
2281,fd2216e9-2ace-49e2-a8e1-0257c8ca444a,966a5193-f9f0-4202-9772-53a320e98911,1.0947707023408745e-06,6,NON_INFLUENCER,0,,1,0,0,1,[],[],0,44,1,3.0,True,['PERSON'],['af632c1b-0c7d-41af-8c16-01ecd9e3f4f4'],10947,top_conversations_2023-09-18,True,True,2023-09-18 08:49:12,top_conversations_2023-09-18_graph-1,[]
2282,1d7b8326-6aed-4dbc-add7-e06f86cea3b6,cf0007d6-be73-419f-a523-cdab30aa8b4a,1.1188650939607415e-06,15,NON_INFLUENCER,0,,1,0,0,1,[],[],0,58,7,2.142857142857143,True,"['PERSON', 'LOCATION', 'DATE_TIME', 'NRP']",['f460ee69-9698-4fbf-ae30-e779e5ba3b63'],11266,top_conversations_2023-09-18,True,True,2023-09-18 08:54:31,top_conversations_2023-09-18_graph-1,[]
2283,e9d4c017-afef-46d2-a7af-8de76d5972c3,e8595a92-6395-4030-b978-5add114ad682,1.1334469005221688e-06,35,NON_INFLUENCER,0,,1,0,3,4,[],[],0,77,4,2.0,True,"['LOCATION', 'NRP']",['f460ee69-9698-4fbf-ae30-e779e5ba3b63'],10467,top_conversations_2023-09-18,True,True,2023-09-18 08:41:12,top_conversations_2023-09-18_graph-1,[]
2284,9a864d4f-3c1e-4d07-9dd6-829132c19e65,23363be3-b5f6-4745-91e8-3c925a4ba938,1.1188650939607415e-06,3,NON_INFLUENCER,0,,1,0,0,1,[],[],0,426,9,2.0,True,"['LOCATION', 'DATE_TIME', 'NRP']",['f460ee69-9698-4fbf-ae30-e779e5ba3b63'],13128,top_conversations_2023-09-18,True,True,2023-09-18 09:25:33,top_conversations_2023-09-18_graph-1,[]
2285,91b1d288-61f9-4305-89c8-f0725877cad3,ca482b88-00c4-4c37-9db0-20b9ffbee0f5,1.1188650939607415e-06,7,NON_INFLUENCER,0,,1,0,0,1,[],[],0,17,2,2.0,True,['NRP'],['f460ee69-9698-4fbf-ae30-e779e5ba3b63'],13315,top_conversations_2023-09-18,True,True,2023-09-18 09:28:40,top_conversations_2023-09-18_graph-1,[]
2286,5a51daf3-a79c-4211-87dc-79ea0d55e7e3,8c0d739f-1a18-41ef-a297-024ba1d2876a,1.104282652761726e-06,7,NON_INFLUENCER,0,,1,0,1,2,[],[],0,59,4,2.0,True,['LOCATION'],['1cd6f18f-e63e-459e-9e94-f655a30aa468'],8646,top_conversations_2023-09-18,True,True,2023-09-18 08:10:51,top_conversations_2023-09-18_graph-1,[]
2287,f96b2578-2ba2-4a4d-8c88-9e5719bbb11a,77bb34d3-1054-4abd-8bb7-1ef5858ebe92,1.0511700827601035e-06,1,NON_INFLUENCER,0,,1,0,0,1,[],[],0,24,1,2.0,True,['DATE_TIME'],['c1ae0537-1bd8-4e47-9eca-054bb7e81611'],7545,top_conversations_2023-09-18,True,True,2023-09-18 07:52:30,top_conversations_2023-09-18_graph-1,[]
2288,b7cb349b-0aac-4f0c-b2f2-3556bdbe6bb7,77bb34d3-1054-4abd-8bb7-1ef5858ebe92,1.0511700827601033e-06,1,NON_INFLUENCER,0,,1,0,0,1,[],[],0,13,1,2.0,True,['DATE_TIME'],['e970c063-d5cf-4c72-9fc2-5eabd053fa56'],6494,top_conversations_2023-09-18,True,True,2023-09-18 07:34:59,top_conversations_2023-09-18_graph-1,[]
2289,aa7754a2-f94f-4eb7-a4e9-a12ba390b566,77bb34d3-1054-4abd-8bb7-1ef5858ebe92,1.0603233905305774e-06,1,NON_INFLUENCER,0,,1,0,1,2,[],[],0,18,0,1.0,False,[],['1c6220ef-8f18-44ed-aebd-107de279f38a'],6563,top_conversations_2023-09-18,True,True,2023-09-18 07:36:08,top_conversations_2023-09-18_graph-1,[]
2290,96df17b6-2319-4865-b012-8806ac0413dd,daf4f3d9-1db5-4254-8124-b1a460fd8463,1.0557763665908435e-06,8,NON_INFLUENCER,0,,1,0,0,1,[],[],0,35,0,1.0,False,[],['1c6220ef-8f18-44ed-aebd-107de279f38a'],6977,top_conversations_2023-09-18,True,True,2023-09-18 07:43:02,top_conversations_2023-09-18_graph-1,[]
2291,e3f22a66-b094-49bd-9c10-928e148b40b1,9f57a40a-18c6-4778-b62f-8d564b4bec8d,1.0557763665908435e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,22,0,1.0,False,[],['1c6220ef-8f18-44ed-aebd-107de279f38a'],7289,top_conversations_2023-09-18,True,True,2023-09-18 07:48:14,top_conversations_2023-09-18_graph-1,[]
2292,11c49542-dd8e-47fd-a633-7e4db5cd2f44,488ac4a1-0567-4f6d-9117-9de771e146a1,1.1564620727328816e-06,33,NON_INFLUENCER,0,,1,0,5,6,[],[],0,5,0,1.0,False,[],['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],6000,top_conversations_2023-09-18,True,True,2023-09-18 07:26:45,top_conversations_2023-09-18_graph-1,[]
2293,6da54b94-a7ea-4a99-9418-4427346faafa,c53b0579-d951-4b9c-942b-a55447f3d2a5,1.1515266193316115e-06,25,NON_INFLUENCER,0,,1,0,4,5,[],[],0,36,2,2.0,True,"['LOCATION', 'NRP']",['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],5580,top_conversations_2023-09-18,True,True,2023-09-18 07:19:45,top_conversations_2023-09-18_graph-1,[]
2294,94a49568-c2b6-434f-84e7-af0bc308a61f,3523c13b-ad75-48de-b991-c1c9bc0ea34d,1.1564614891024626e-06,15,NON_INFLUENCER,0,,1,0,5,6,[],[],0,23,1,2.0,True,['NRP'],['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],6984,top_conversations_2023-09-18,True,True,2023-09-18 07:43:09,top_conversations_2023-09-18_graph-1,[]
2295,fd85192c-b812-432b-bb4a-e9c51863b726,3443936a-8924-4cbc-a2df-469a894af070,1.1364525062211081e-06,9,NON_INFLUENCER,0,,1,0,1,2,[],[],0,40,4,2.0,True,"['LOCATION', 'NRP']",['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],6435,top_conversations_2023-09-18,True,True,2023-09-18 07:34:00,top_conversations_2023-09-18_graph-1,[]
2296,da2fe33d-ae93-4bd5-be8f-97620304f0af,2a82c820-c96b-4982-bfab-4d3e45c7cf8f,1.1315790149840884e-06,10,NON_INFLUENCER,0,,1,0,0,1,[],[],0,66,4,2.25,True,"['PERSON', 'LOCATION', 'NRP']",['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],6540,top_conversations_2023-09-18,True,True,2023-09-18 07:35:45,top_conversations_2023-09-18_graph-1,[]
2297,c5efd517-9f91-48c6-923b-73aca591bf01,cb70a663-d123-4a88-a430-655dc7784735,1.136473677371235e-06,8,NON_INFLUENCER,0,,1,0,1,2,[],[],0,12,1,2.0,True,['LOCATION'],['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],6522,top_conversations_2023-09-18,True,True,2023-09-18 07:35:27,top_conversations_2023-09-18_graph-1,[]
2298,5922146b-500a-4d78-9a8a-6ff084abee75,89abed36-07f4-4f89-b102-f4eb1f0ce799,1.1315790149840884e-06,16,NON_INFLUENCER,0,,1,0,0,1,[],[],0,166,3,2.0,True,['NRP'],['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],7228,top_conversations_2023-09-18,True,True,2023-09-18 07:47:13,top_conversations_2023-09-18_graph-1,[]
2299,9a280a1e-4767-4164-8475-78d46704f486,afcd2f6f-94bc-4dd5-94de-e18c23b8e502,1.1315790149840884e-06,5,NON_INFLUENCER,0,,1,0,0,1,[],[],0,30,0,1.0,False,[],['7b19d982-fc1d-4de9-9696-496ab3f2b1f3'],7354,top_conversations_2023-09-18,True,True,2023-09-18 07:49:19,top_conversations_2023-09-18_graph-1,[]
