,post_uuid,user_uuid,influence_power,user_follower_count,user_following_count,user_rff_score,user_influencer_tier,post_retweet_count,post_quote_count,post_like_count,post_reply_count,post_impression_count,post_engagement_count,mentions,hashtags,url_count,string_token_count,pii_token_count,risk_score,pii_detected,pii_disclosed,post_uuids_replied_to,post_uuids_quoted,in_reply_to_user_uuid,is_comment,is_text_starter,time_elapsed,collection_name,timestamp,cluster_name,urls
25,bbcc458b-b989-4db5-a386-5380de6740f6,bb5b3fd3-ee44-481d-bf27-d34779803252,1.0,285,209,1.3636363636363635,NON_INFLUENCER,0,0,0,0,26,0,[],[],0,50,4,1.75,True,"['DATE_TIME', 'LOCATION', 'NRP']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:36:16,Ferrari_2023-06-11_graph-361,[]
26,e6cf696e-a90b-4400-a2f1-1365773618ce,ba3e7faf-dd0b-45a1-86e9-34278f4dcf03,1.0,87,127,0.6850393700787402,NON_INFLUENCER,0,0,0,0,0,0,[],[],1,8,1,1.5,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:36:04,Ferrari_2023-06-11_graph-362,[]
27,e142cf25-4ef8-4e6f-8b4c-bb36de3d04c9,bf438339-e0f9-478e-b57a-1505587242cd,1.0,4,138,0.028985507246376812,NON_INFLUENCER,0,0,0,0,8,0,[],[],1,7,2,1.75,True,"['PERSON', 'NRP']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:35:51,Ferrari_2023-06-11_graph-363,[]
28,2909e5b9-474b-42bb-be7d-bff952a66753,5dcc1e58-2af3-416e-a759-194e2830034e,0.6279613109379251,6431,4264,1.5082082551594747,NANO_INFLUENCER,3,0,57,1,1153,61,[],[],1,28,4,2.5,True,"['DATE_TIME', 'PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:35:29,Ferrari_2023-06-11_graph-41,[]
29,0c8e17ba-4a26-4d1c-8c9e-dd65b1eabe4c,04084f85-60d1-473e-b696-2e6f9e12916c,0.7065821314550129,4571597,75,60954.62666666666,MEGA_INFLUENCER,201,13,1421,33,22856,1655,[],[],1,14,2,1.75,True,"['LOCATION', 'NRP']",[],[],,False,True,2808,Ferrari_2023-06-11,2023-06-11 15:35:09,Ferrari_2023-06-11_graph-1,[]
30,607112e6-0bb8-44d0-a07b-797b775b37e3,4e38be17-718d-47a0-81b8-b66aa2845f29,1.0,522,265,1.969811320754717,NON_INFLUENCER,0,0,0,0,19,0,[],[],1,22,1,1.25,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:35:08,Ferrari_2023-06-11_graph-364,[]
31,e14aee3a-73af-4e8e-bcf1-0b6da9566af9,b1de8ae4-16ea-4d94-ae19-ea96909ff439,1.0,1076,834,1.290167865707434,NANO_INFLUENCER,0,0,9,0,103,9,[],[],1,7,1,1.25,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:35:04,Ferrari_2023-06-11_graph-365,[]
32,864c7078-4b6b-4402-b6e0-d2191edee935,6ffac004-4b59-429b-bc94-811b018de678,1.0,688,652,1.0552147239263803,NON_INFLUENCER,0,0,0,0,23,0,[],[],1,15,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:34:34,Ferrari_2023-06-11_graph-366,[]
33,c6c4f30e-b788-4c35-bf8d-52c563ceaaeb,27020c09-1839-4421-bada-ec602b3ad48e,1.0,944,516,1.8294573643410852,NON_INFLUENCER,0,0,2,0,20,2,[],[],2,16,4,2.083333333333333,True,"['PERSON', 'LOCATION', 'NRP']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:34:20,Ferrari_2023-06-11_graph-367,[]
34,14e41421-82f3-4a56-88c4-184e368b880b,b907dc73-e537-443b-9ff4-47cdd1417397,1.0,8,1,8.0,NON_INFLUENCER,0,0,0,0,16,0,[],[],1,9,2,1.75,True,"['DATE_TIME', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:34:03,Ferrari_2023-06-11_graph-368,[]
35,8cdc46a8-3611-4b2c-8e27-ff00320fa0be,69c170ff-119c-4e28-8101-dc41e76ea634,1.0,250,226,1.1061946902654867,NON_INFLUENCER,0,0,0,0,4,0,[],[],0,7,1,1.25,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:34:00,Ferrari_2023-06-11_graph-369,[]
36,f718735e-62eb-4551-8a2c-2807d9fcb207,b8b1b77c-c5da-4dda-876e-eee1025265fc,1.0,6983,3174,2.200063011972275,NANO_INFLUENCER,0,0,8,0,94,8,[],[],1,7,3,1.8333333333333333,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:33:35,Ferrari_2023-06-11_graph-370,[]
